"","id","author","stars","date","comments","length","category"
"5186","5186","By Régis M",4,"Dec 28, 2018","As paletras e numero de exercios foram muito bons. Porem o forum não é muito bom, existe questões abertas a 4 meses que ainda não foram respondidas, e muita repetição de duvidas.Poderia ter apos os exercicios praticos, um video explicação de como resolver. Porque se a media é 80%, é presumivel que o aluno pode não saber alguma coisa e ainda passar",349,"math"
"5187","5187","By rakesh c c",4,"Oct 23, 2018","I loved doing this course. I did this course to revisit the concepts I have learned in my undergraduate, I remember most concepts but there are few moments where I have to watch videos again and again to follow along, anyone who is beginner might find it a bit intimidating, but don't give up just follow along and connect the dots between concepts.",349,"math"
"5188","5188","By Yazhini P",4,"Jan 26, 2020","The course and the faculty were amazing altogether. All my queries regarding linear algebra were cleared and I began to look at linear algebra in a new eye. The only flaw was inaccessibility to the correct Notebook link. Only after going through the forum was I able to get the correct link as it was, luckily, posted by someone.",329,"math"
"5189","5189","By Vinayak",4,"Oct 15, 2018","Good for starters. It gives a holistic view of linear Algebra. Geometric interpretation of Eigen Vectors was the highlight of the course for me as I wasn't aware of it before and the instructor helped me understand the concept very well! Thanks for putting forth this course and hope to see more in the forthcoming sessions :)",326,"math"
"5190","5190","By Rick M",4,"Jul 21, 2019","Overall, I thought this course was worth the time. Some of the material was challenging, but the instructors were pretty good at explaining clearly.  Just a head's up: there is relatively little reading material here, so if you struggle to learn through videos you might have a hard time. That part was a challenge for me.",322,"math"
"5191","5191","By Subham K S",4,"Jan 30, 2020","Great course!! The instructors taught in a great way with proper visualization and real-world applications.But more examples of implementing in machine learning could have been included and a bit more concepts could have been taught.Overall great one. Thank you coursera, Imperial college and both instructors.",310,"math"
"5192","5192","By Chip B",4,"May 25, 2019","Filled in a lot of knowledge gaps that I should have learned in high school or undergrad.  I feel much more prepared for graduate studies in data science.  4 stars because the last module felt rushed.  I felt that I learned more from trial and error on the quiz than from the lecture videos.",291,"math"
"5193","5193","By Frank G",4,"Apr 14, 2018","Very good class. Outstanding instructors very clearly teaching key concepts in linear algebra. I only docked one star for two reasons:I wish they explained in more depth how the linear algebra topics are used in machine learning. I wish the class were a little longer and more in-depth.",286,"math"
"5194","5194","By Sydney F",4,"Jul 26, 2019","While they explain the basic concepts of linear algebra, sometimes the programming assignments are tricky and some of the quizzes are too complicated to complete with our current knowledge. However, the course is worth taking if you want a solid math background for machine learning.",283,"math"
"5195","5195","By saurabh p",4,"Mar 05, 2019","the lectures were very good and on point, obviously referring the prescribed textbooks will further improve one's knowledge about the subject. i really enjoyed the programming part of the assignments, which were made to help students without any prior experience of python language.",282,"math"
"5196","5196","By Md. M H",4,"Nov 01, 2018","It would be better if it pointed out the pre-requisites of this course. Besides, the submission process of Jupyter notebook doesn't work directly. These issues need to be solved. Other than these issues, the course itself is pretty informative and the instructors are well prepared.",282,"math"
"5197","5197","By Nikhil G",4,"Mar 30, 2018","Great course, offers a nice introductory base you can use to further your knowledge without having to take a full three month course on linear algebra, allows you to dig into some interesting stuff earlier on. Could have used a bit more feedback for quizzes and assignments though.",282,"math"
"5198","5198","By DAVID R M",4,"Jul 10, 2018","The basic geometry explained by the tutor is amazing especially the dot product, determinant, etc. Although the program assignments suffices for its purpose, I would have enjoyed more if it would have been little more challenging. Overall, this course rocks on its purpose.",273,"math"
"5199","5199","By Wu X",4,"Mar 12, 2020","The first three weeks' courses are a little too primary for me, while the last two weeks' courses bring some good insights with interesting examples. In a nutshell, this course is qualified as an introduction to the core of linear algebra and deserves a thumb-up!",263,"math"
"5200","5200","By Jean S",4,"Aug 20, 2019","Excellent course and very practical; it's really focused on machine learning and there's the opportunity to learn some coding in Python. I would recommend it to everyone interested in machine learning.  I give it 4 stars because there's always room to improve.",260,"math"
"5201","5201","By Yaroslav K",4,"Mar 02, 2020","As I person who have 2 Masters Degrees in Law and Agriculture this course sometimes was to challenging. May be it's good reminder for those who have some strong math background, but you'll need to read and watch all lot of additional material in another case.",259,"math"
"5202","5202","By Aarón M C M",4,"Jun 05, 2019","I am a computer scientist and this course served me to refresh all that concepts and exercises that I studied at the university, I only would ask to improve of the notebook's availabilty because sometimes I got disconnected and had to start all over again.",256,"math"
"5203","5203","By Nuthakamol",4,"Mar 11, 2020","The presentation an way of teaching is excellence; however, the course should add more reference or additional source or materials for more in dept detail for the person who feel that the simplified explanation in the course are still not sufficient.",251,"math"
"5204","5204","By David B C",4,"Sep 09, 2018","Great lectures and wonderful scrutiny of matrices and vectors. Exploration of machine learning using Python, but the interface and project upload are somewhat kludgy. Stick with it and you can get the fundamentals even if the coding doesn't work.",247,"math"
"5205","5205","By Priadi T W",4,"Sep 07, 2019","The course was great for me. It opens up new perspective to some vector and matrix application. However, I must admit that you must have strong background with math before taking this course, as I was little bit struggling with matrix part.",241,"math"
"5206","5206","By Marcin",4,"Jun 04, 2018","It's by far the toughest course that I've done on Coursera. And at the same time the most rewarding upon completion. The course content is very applicable in the real world and it's definitely something that any ML specialist should know.",238,"math"
"5207","5207","By Mikko V",4,"Aug 01, 2018","The lectures are excellent, but the scarcity of traditional math assignments prevented intuitive and reinforced learning. Thus the course should be considered a brief glance at linear algebra, rather than a proper course on the subject.",236,"math"
"5208","5208","By Rohit S",4,"Mar 03, 2020","There were many concepts which were totally new to me and many were known to me but I couldn't relate them with the machine learning problems now an I am able to do all those problems easily so thanks a lot Coursera and ICL team.",229,"math"
"5209","5209","By Mit S",4,"Feb 24, 2020","This course has great content and great way of teaching by instructors however the instructions in the programming exercises is not very clear. I hope the instructors take note of that. Overall, a fantastic Course content wise!",227,"math"
"5210","5210","By Bassiehetkoekje",4,"Feb 27, 2019","Nicely structured courses with enthusiastic teachers. Interactive enough to keep you thinking (which is key). Some errors here and there and short moments of not enough explanation. But all in all an enjoyable course.",217,"math"
"5211","5211","By Cici",4,"Jul 12, 2019","This is a great course. The only thing is sometimes the calculations are hard to follow. I wonder if it is possible to let viewers click through a calculation process at their own pace. But the instructors are great!",216,"math"
"5212","5212","By Alexander L",4,"Nov 01, 2019","Great instructors, excellent content. I would like to see more practical use cases of the material (at least as a self-study reading). And please add an explanation behind formulas for the eigenvectors part.",207,"math"
"5213","5213","By Augustinas S",4,"Jul 03, 2019","Fast paced linear Algebra, perfect to get refreshed. Might be too concise for those who learned Math not in English a few decades ago, will require to browse Forum for additional links to read on the side.",205,"math"
"5214","5214","By Shaquille M",4,"Feb 05, 2019","Great primer. Covers most of the important themes of LinAlg needed for applying machine learning, and also provides really good intuition. Useful for those wanting to sharpen up before further study of ML.",205,"math"
"5215","5215","By Valentinos P",4,"Jul 13, 2019","An outstanding course which builds your mathematical intuition rather to prepare you for mathematical calculations. My opinion is that its contribution is significant in the pool of courses in coursera.",202,"math"
"5216","5216","By Jorge V",4,"Nov 11, 2018","Great content and direction. Only negative is the sometimes frustrating experience with the Jupyter Notebooks: debugging what has gone wrong is very difficult, due to a lack of good error messages.",197,"math"
"5217","5217","By Milan S",4,"May 08, 2018","Good, but sometimes it is neccessary to look for supporting materials. I took this course in combination with MIT course in LA and this offered another, more practice oriented, view on the topic.",196,"math"
"5218","5218","By Tanmoy D",4,"Jun 07, 2018","The course is a great resource to brush up on the fundamentals of linear algebra and learn about the meaning behind the math.It prepares people for any further courses which use linear algebra.",193,"math"
"5219","5219","By shashank s",4,"Feb 17, 2020","The course was good but it could have been better if the exercises had more difficult questions or probably a section with more difficult questions using the concepts that were taught.",185,"math"
"5220","5220","By Gurudu S R",4,"Aug 18, 2019","1.Need more clarity on calculating Eigen vectors using back substitution of Eigen values.2. Power Iteration method for the Page Rank Algorithm should be more specific and clear.",177,"math"
"5221","5221","By Nguyen D P",4,"Sep 25, 2018","The course can help me more clearly when approach some algorithms in the optimize function of Machine learning. Thanks coursera and  Imperial London College about this course. .",177,"math"
"5222","5222","By Elliott P",4,"May 01, 2019","It's a very good course given that it's so short. It was exactly what I was expecting. I thought it could have had more examples of solving problems with specific techniques.",174,"math"
"5223","5223","By Sastry",4,"Apr 11, 2018","Very interesting presentation of matrices and vectors. The questions in quizzes could be improved by making them clear. May be you could add another course on eigen analysis.",175,"math"
"5224","5224","By JAY C",4,"Jun 30, 2019","I think the concepts are explained clearly, with ample examples to real life. Much easier to understand this time around. The coding labs could use more pointers though.",169,"math"
"5225","5225","By Jaumir V D S J",4,"Mar 18, 2019","The course by no means replace a full semester course on linear algebra, but it´s useful for those who had already had a course on L.A. years ago and want a refresher.",168,"math"
"5226","5226","By João M G",4,"Jul 29, 2019","The course is a good review of linear algebra for machine learning. But It would have been better if there were more code exercises and if they were more challenging.",166,"math"
"5227","5227","By Artur A B",4,"Sep 29, 2018","Brushes over a lot of relevant topics, but if you want something more in-depth, definitely take something on Khan Academy, or your local university/community college.",166,"math"
"5228","5228","By Scott A",4,"Apr 22, 2018","Excellent introduction to linear algebra fundamentals, even with little/no prior exposure.  Familiarity with programming concepts makes later exercises much easier.",164,"math"
"5229","5229","By Karthik",4,"Apr 19, 2018","Short and fast crash course for brushing up linear algebra. Its better to take Khan academy tutorials and then start this to finish fast and understand the logics.",164,"math"
"5230","5230","By PowerCut",4,"Oct 14, 2018","Some material not covered well enough to pass and I am a pretty proficient student. Some material seems a little out of place with the progression of the course",160,"math"
